Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,IncomePerHour,RoleToCompanyRatio,PromotionFrequency,Attrition
42,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,598.1739130434783,39.71709006928407,0.4090909090909091,0.5909090909090909,1
29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,365.6666666666667,9.500577367205544,0.625,0.125,0
31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,497.8181818181818,15.808314087759817,0.0,0.0,0
52,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,274.7931034482759,23.005196304849886,0.6666666666666666,0.0,0
54,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,630.8823529411765,30.96131639722864,0.7,0.7,0
30,Travel_Frequently,160,Research & Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,1041.5,6.013279445727483,0.0,0.0,0
22,Travel_Rarely,1294,Research & Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,1199.0,6.922632794457275,0.0,0.0,1
47,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,995.6,14.37066974595843,0.0,0.0,0
36,Travel_Rarely,1120,Sales,11,4,Marketing,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,No,13,3,1,1,8,2,2,6,3,0,0,739.1111111111111,19.20323325635104,0.42857142857142855,0.0,0
32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,454.3636363636364,14.428406466512703,0.7777777777777778,0.0,0
28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,441.4,6.371247113163973,0.4,0.4,0
47,Travel_Rarely,955,Sales,4,2,Life Sciences,1003,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,416.3,12.017898383371826,0.0,0.0,0
37,Travel_Rarely,408,Research & Development,19,2,Life Sciences,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,0,335.77777777777777,8.724018475750578,0.0,0.0,0
26,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,478.44444444444446,12.430715935334874,0.0,0.0,0
24,Travel_Rarely,813,Research & Development,1,3,Medical,45,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,2,Yes,16,3,1,1,6,2,2,2,0,2,0,327.57142857142856,6.619515011547344,0.0,0.6666666666666666,1
40,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,678.4375,31.33660508083141,0.8461538461538461,0.15384615384615385,0
29,Travel_Rarely,1086,Research & Development,7,1,Medical,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,281.3333333333333,7.309468822170901,0.6,0.0,0
38,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,No,19,3,4,2,10,0,4,5,2,0,3,433.72727272727275,13.77309468822171,0.3333333333333333,0.0,0
41,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,366.47058823529414,17.98498845265589,0.2,0.06666666666666667,0
40,Travel_Frequently,1395,Research & Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,266.9047619047619,16.180715935334874,0.3333333333333333,0.09523809523809523,0
40,Travel_Rarely,1342,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,547.3,15.799653579676676,0.4444444444444444,0.7777777777777778,0
48,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,392.82142857142856,31.752309468822173,0.6875,0.25,0
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,825.0,14.289838337182449,0.6,0.2,0
42,Non-Travel,335,Research & Development,23,2,Life Sciences,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,No,12,3,4,0,20,2,3,20,9,3,7,206.28571428571428,12.505773672055428,0.42857142857142855,0.14285714285714285,0
38,Travel_Frequently,594,Research & Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,246.8,7.124711316397229,0.14285714285714285,0.0,0
28,Travel_Rarely,1475,Sales,13,2,Marketing,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,3,Yes,11,3,4,0,6,0,3,2,0,2,2,1407.7142857142858,28.44688221709007,0.0,0.6666666666666666,1
42,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,673.2727272727273,21.379907621247114,0.8181818181818182,0.45454545454545453,0
39,Travel_Rarely,903,Sales,2,5,Life Sciences,985,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,788.0,22.748267898383375,0.7777777777777778,0.0,0
46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,278.1,16.05658198614319,0.6363636363636364,0.0,0
40,Travel_Rarely,898,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,747.1363636363636,47.45092378752887,0.3181818181818182,0.3181818181818182,0
25,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,262.0,6.05080831408776,0.5,0.0,0
38,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,447.55555555555554,11.628175519630485,0.875,0.0,0
36,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,334.57142857142856,6.760969976905312,0.6666666666666666,0.0,0
51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1352,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10,412.52941176470586,40.49076212471132,0.2647058823529412,0.0,0
56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,212.85,12.289260969976906,0.6666666666666666,0.6666666666666666,0
33,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,992.7142857142857,20.060623556581987,0.0,0.16666666666666666,0
37,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,298.5625,13.790415704387991,0.0,0.0,1
50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,663.45,38.305427251732105,0.7333333333333333,0.06666666666666667,0
33,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,786.4285714285714,15.892032332563511,0.2857142857142857,0.0,0
34,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,829.1666666666666,28.72401847575058,0.5,0.0,1
40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,549.2105263157895,30.124133949191688,0.7894736842105263,0.7368421052631579,0
38,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,668.1538461538462,25.075057736720556,0.3333333333333333,0.0,0
52,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,583.6764705882352,57.28926096997691,0.42424242424242425,0.18181818181818182,1
35,Travel_Rarely,809,Research & Development,16,3,Medical,14,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,No,13,3,3,1,6,5,3,5,4,0,3,346.57142857142856,7.003464203233257,0.6666666666666666,0.0,0
34,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,286.55555555555554,7.445150115473441,0.2222222222222222,0.0,0
36,Travel_Rarely,1174,Sales,3,4,Marketing,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1,579.875,26.784064665127023,0.6666666666666666,0.0,0
27,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,508.25,11.737875288683604,0.875,0.0,0
28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1257.5,7.260392609699769,0.5,0.0,1
47,Travel_Frequently,719,Sales,27,2,Life Sciences,785,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,710.7777777777778,18.467090069284065,0.6666666666666666,0.16666666666666666,1
45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,643.4,18.57390300230947,0.5,0.0,0
52,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,293.5263157894737,16.099884526558892,0.8181818181818182,0.5454545454545454,0
30,Travel_Rarely,1275,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,481.25,16.67147806004619,0.7272727272727273,0.09090909090909091,0
56,Travel_Rarely,1443,Sales,11,5,Marketing,1935,4,Female,89,2,2,Sales Executive,1,Married,5380,20328,4,No,16,3,3,1,6,3,3,0,0,0,0,768.5714285714286,15.531177829099308,0.0,0.0,0
26,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,334.5,5.793879907621247,0.5,0.16666666666666666,0
39,Non-Travel,592,Research & Development,2,3,Life Sciences,1458,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,303.8333333333333,10.52540415704388,0.0,0.0,1
35,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,610.4117647058823,29.956697459584298,0.14285714285714285,0.2857142857142857,0
50,Travel_Rarely,328,Research & Development,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,615.0,10.65242494226328,0.5,0.0,0
46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1314,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,311.1818181818182,9.881639722863742,0.75,0.625,0
31,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,423.3,12.219976905311778,0.25,0.25,1
39,Travel_Frequently,505,Research & Development,2,4,Technical Degree,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,520.8571428571429,31.57621247113164,0.3,0.55,0
45,Non-Travel,248,Research & Development,23,2,Life Sciences,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,363.3,10.487875288683604,0.8,0.0,0
28,Travel_Rarely,1476,Research & Development,16,2,Medical,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,566.1,16.342378752886837,0.3333333333333333,0.0,0
32,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3,593.0909090909091,18.833718244803695,0.7272727272727273,0.45454545454545453,0
49,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1473,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2,316.7142857142857,19.200346420323328,0.5,0.25,0
23,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,568.75,6.5675519630484995,0.5,0.0,1
32,Travel_Rarely,859,Research & Development,4,3,Life Sciences,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8,410.8,17.788683602771364,0.8666666666666667,0.4,0
32,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,1014.4545454545455,32.214203233256356,0.875,0.875,0
40,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,892.0909090909091,56.657043879907626,0.3333333333333333,0.19047619047619047,0
25,Non-Travel,675,Research & Development,5,2,Life Sciences,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,571.4285714285714,11.547344110854505,0.42857142857142855,0.14285714285714285,0
50,Travel_Rarely,316,Sales,8,4,Marketing,738,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,775.0,11.186489607390302,0.6666666666666666,0.6666666666666666,0
29,Travel_Frequently,746,Sales,24,3,Technical Degree,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,0,545.5,3.149538106235566,0.0,0.0,1
30,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,No,22,4,2,1,1,2,3,1,0,0,0,1346.5,7.774249422632795,0.0,0.0,0
39,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,488.8181818181818,15.522517321016167,0.875,0.875,0
38,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,902.1818181818181,28.648960739030024,0.8,0.7,0
32,Travel_Rarely,634,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,473.14285714285717,9.56120092378753,0.5,0.0,0
49,Travel_Rarely,470,Research & Development,20,4,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,386.29411764705884,18.957852193995382,0.6875,0.3125,0
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,560.375,25.88337182448037,0.875,0.125,0
30,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,197.23076923076923,7.4018475750577375,0.5833333333333334,0.5,0
36,Travel_Frequently,607,Sales,7,3,Marketing,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13,257.72222222222223,13.392032332563511,0.4375,0.375,0
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,355.5,8.210161662817553,0.75,0.625,0
60,Travel_Rarely,1179,Sales,16,4,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,491.3636363636364,15.603348729792149,0.6666666666666666,0.6666666666666666,0
30,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,507.5833333333333,17.583718244803695,0.6666666666666666,0.0,0
31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,443.6,6.403002309468823,0.4,0.6,0
32,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,465.6666666666667,8.065819861431871,0.16666666666666666,0.0,0
32,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,8,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,No,13,3,3,0,8,2,2,7,7,3,6,340.8888888888889,8.856812933025404,0.875,0.375,0
36,Travel_Rarely,329,Sales,16,4,Marketing,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,470.5833333333333,16.301963048498845,0.5,0.0,0
30,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,925.0,26.70323325635104,0.4,0.2,0
31,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7,510.5,11.789838337182449,0.25,0.875,1
47,Travel_Rarely,202,Research & Development,2,2,Other,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,620.4444444444445,48.36027713625867,0.5185185185185185,0.1111111111111111,0
40,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1346,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8,466.1,13.455542725173212,0.8,0.8,0
31,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,619.2727272727273,19.66512702078522,0.8181818181818182,0.09090909090909091,0
55,Travel_Rarely,692,Research & Development,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,506.0,54.04734411085451,0.6,0.08,0
58,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,422.08,30.461893764434183,0.0,0.0,0
30,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,438.6666666666667,7.598152424942263,0.6666666666666666,0.0,0
29,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,539.25,6.2269053117782915,0.25,0.0,0
49,Travel_Frequently,1023,Sales,2,3,Medical,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,No,14,3,4,0,17,3,2,9,6,0,8,299.44444444444446,15.560046189376445,0.6,0.0,0
38,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,851.0,4.913394919168591,0.0,0.0,0
53,Travel_Rarely,447,Research & Development,2,3,Medical,1472,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8,461.05555555555554,47.915704387990765,0.8,0.8,0
54,Travel_Frequently,928,Research & Development,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,231.85714285714286,14.056004618937646,0.6,0.0,0
47,Non-Travel,1169,Research & Development,14,4,Technical Degree,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,No,18,3,3,1,16,4,4,8,7,1,7,321.5882352941176,15.782332563510394,0.7777777777777778,0.1111111111111111,0
18,Non-Travel,1124,Research & Development,1,3,Life Sciences,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0,1611.0,4.650692840646651,0.0,0.0,0
42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,227.8,13.15242494226328,0.6666666666666666,0.0,0
41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,680.8571428571429,13.758660508083143,0.0,0.0,0
49,Travel_Rarely,527,Research & Development,8,2,Other,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,No,11,3,3,1,29,3,2,26,9,1,7,246.76666666666668,21.371247113163975,0.3333333333333333,0.037037037037037035,0
50,Non-Travel,881,Research & Development,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,560.125,51.74364896073903,0.1875,0.4375,0
49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,609.4375,56.299076212471135,0.28125,0.0,0
32,Travel_Rarely,604,Sales,8,3,Medical,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,564.4545454545455,17.924364896073904,0.6363636363636364,0.0,0
29,Travel_Rarely,665,Research & Development,15,3,Life Sciences,346,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,334.2857142857143,6.755196304849885,0.7142857142857143,0.14285714285714285,0
32,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,33,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,356.27272727272725,11.3135103926097,0.18181818181818182,0.5454545454545454,1
60,Travel_Rarely,370,Research & Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,544.15,31.417436489607393,0.0,0.0,0
40,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,No,17,3,4,1,12,3,3,5,3,0,3,501.0,18.80196304849885,0.5,0.0,0
53,Travel_Rarely,1070,Research & Development,3,4,Medical,386,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,799.2727272727273,50.7621247113164,0.5,0.16666666666666666,0
32,Travel_Frequently,430,Research & Development,24,4,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,482.6363636363636,15.32621247113164,0.7272727272727273,0.36363636363636365,0
33,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,254.58333333333334,8.819284064665128,0.8,0.1,0
30,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,1238.0,7.147806004618938,0.0,0.0,0
54,Travel_Rarely,584,Research & Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,470.97297297297297,50.30600461893765,0.7272727272727273,0.36363636363636365,0
36,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,144.3684210526316,7.918591224018476,0.7222222222222222,0.8333333333333334,1
32,Travel_Rarely,117,Sales,13,4,Life Sciences,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3,489.22222222222223,12.710739030023095,0.3333333333333333,0.0,0
